ID,Source,RecordID,TSN,S_Rank_Assigned_2014,Phylo_Code,Common_Name,Family,Genus,Species,HU_12_NAME,County,Basin,N_Detected,N_vouchered,N_released,CoarseAbundance,Date,Lat,Long,Locality,DB_Record_ID,Review_Status,Review_Comments,Collector,ID_by,Field_Collection_Number,Museum_Number,Gear,Survey_Comments,TSN_1,ER_Status,SCP_UserProjectID,SCP_PermitNumber,HUC_8,SCP_PermitType,SCP_siteID,HUC_12,Date_Range_Category
221228,PFBC_ARDB,221228,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,7/26/1999,39.814444,-78.715278,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3766,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,3
221240,PFBC_ARDB,221240,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,7/26/1999,39.829167,-78.730833,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3769,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,3
222324,PFBC_ARDB,222324,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek,,Ohio,,,,,7/26/1999,41.516667,-79.297222,Ohio Drainage: Lamentation Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6989,,Electrobackpack,PFBC_Water_413103791801,168394,,,,5010003,,,50100030406,3
221233,PFBC_ARDB,221233,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,7/27/1999,39.823056,-78.756944,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3768,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,3
221254,PFBC_ARDB,221254,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Shaffers Run-Wills Creek,,Potomac,,,,,7/27/1999,39.841111,-78.793056,Potomac Drainage: Wills Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3767,,Electrobackpack,PFBC_Water_394322784611,168394,,,,2070002,,,20700020505,3
222438,PFBC_ARDB,222438,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Minister Creek,,Ohio,,,,,7/27/1999,41.605556,-79.099722,Ohio Drainage: Hastings Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6987,,Electrobackpack,PFBC_Water_413628790600,168394,,,,5010003,,,50100030402,3
222519,PFBC_ARDB,222519,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Minister Creek,,Ohio,,,,,7/27/1999,41.635556,-79.041111,Ohio Drainage: Messenger Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6966,,Electrobackpack,PFBC_Water_413807790229,168394,,,,5010003,,,50100030402,3
222577,PFBC_ARDB,222577,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Minister Creek,,Ohio,,,,,7/27/1999,41.677223,-79.040276,Ohio Drainage: Rock Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7748,,Electrobackpack,PFBC_Water_414034790214,168394,,,,5010003,,,50100030402,3
221158,PFBC_ARDB,221158,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Evitts Creek,,Potomac,,,,,7/28/1999,39.7375,-78.680833,Potomac Drainage: Evitts Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3770,,Electrobackpack,PFBC_Water_394322784119,168394,,,,2070002,,,20700020602,3
222846,PFBC_ARDB,222846,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Allegheny River-Brokenstraw Creek,,Ohio,,,,,7/28/1999,41.829444,-79.219167,Ohio Drainage: Grunder Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6986,,Electrobackpack,PFBC_Water_415019791317,168394,,,,5010001,,,50100011206,3
222175,PFBC_ARDB,222175,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Clarion River-Millstone Creek,,Ohio,,,,,7/29/1999,41.357222,-79.0275,Ohio Drainage: Cline Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6981,,Electrobackpack,PFBC_Water_412126790138,168394,,,,5010005,,,50100050605,3
222189,PFBC_ARDB,222189,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Clarion River-Millstone Creek,,Ohio,,,,,7/29/1999,41.376389,-78.973889,Ohio Drainage: Church Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6950,,Electrobackpack,PFBC_Water_412235785825,168394,,,,5010005,,,50100050605,3
222615,PFBC_ARDB,222615,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Thompson Creek,,Ohio,,,,,8/2/1999,41.702778,-79.665278,Ohio Drainage: Shirley Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_6929,,Electrobackpack,PFBC_Water_414055794003,168394,,,,5010003,,,50100030603,3
222559,PFBC_ARDB,222559,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Sackett Hollow,,Ohio,,,,,8/9/1999,41.663333,-78.4225,Ohio Drainage: West Branch Potato Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_6919,,Electrobackpack,PFBC_Water_414033782326,168394,,,,5010001,,,50100010101,3
222567,PFBC_ARDB,222567,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Sackett Hollow,,Ohio,,,,,8/9/1999,41.670833,-78.4,Ohio Drainage: West Branch Potato Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_6918,,Electrobackpack,PFBC_Water_414033782326,168394,,,,5010001,,,50100010101,3
222644,PFBC_ARDB,222644,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Walcott Brook,,Ohio,,,,,8/9/1999,41.710278,-78.411111,Ohio Drainage: Red Mill Brook,,,,PFBC,PFBC_Collector_2,PFBC_Site_6917,,Electrobackpack,PFBC_Water_414239782330,168394,,,,5010001,,,50100010102,3
222556,PFBC_ARDB,222556,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Sackett Hollow,,Ohio,,,,,8/10/1999,41.661944,-78.379444,Ohio Drainage: Potato Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_6936,,Electrobackpack,PFBC_Water_415323782238,168394,,,,5010001,,,50100010101,3
222589,PFBC_ARDB,222589,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Walcott Brook,,Ohio,,,,,8/10/1999,41.686389,-78.393333,Ohio Drainage: Potato Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_6937,,Electrobackpack,PFBC_Water_415323782238,168394,,,,5010001,,,50100010102,3
222640,PFBC_ARDB,222640,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Walcott Brook,,Ohio,,,,,8/10/1999,41.709167,-78.391944,Ohio Drainage: Potato Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_6939,,Electrobackpack,PFBC_Water_415323782238,168394,,,,5010001,,,50100010102,3
222678,PFBC_ARDB,222678,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Potato Creek-Walcott Brook,,Ohio,,,,,8/10/1999,41.74,-78.390833,Ohio Drainage: Potato Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_6940,,Electrobackpack,PFBC_Water_415323782238,168394,,,,5010001,,,50100010102,3
73684,SCP,73684,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tionesta Creek-Salmon Creek,,Allegheny,2,,,,8/31/1999,41.59234,-79.21621,Tionesta Creek; Site was upstream of Mayburg bridge.,,,,DEP Fish IBI database,,,,Fish-04,WPC-PAD-ID#: DEPIBI239,168394,,,0,5010003,0,0,50100030403,3
72724,SCP,72724,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,N. Fork Dunkard Fork,,Ohio,31,,,,3/7/2000,39.89238,-80.47041,North Fork Dunkard Fork; At Ryerson Campground,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI164,168394,,,0,5030106,0,0,50301060501,3
72846,SCP,72846,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,S. Fork Dunkard Fork,,Ohio,40,,,,3/7/2000,39.89029,-80.47592,South Fork Dunkard Fork Site 3; across from the aleppo grange,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI221,168394,,,0,5030106,0,0,50301060502,3
72820,SCP,72820,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,S. Fork Dunkard Fork,,Ohio,6,,,,3/8/2000,39.87479,-80.48161,South Fork Dunkard Fork Site 2; Below confluence of Barney's Run and below reminents of an old covered bridge.,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI220,168394,,,0,5030106,0,0,50301060502,3
73274,SCP,73274,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Tubmill Creek,,Allegheny,4,,,,4/6/2000,40.35571,-79.11045,Tubmill Creek Site 1; Site was approximately 1 mile below dam.  Near the town of Bolivar.,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI246,168394,,,0,5010007,0,0,50100071004,3
73543,SCP,73543,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bear Creek,,Allegheny,9,,,,6/7/2000,41.39794,-78.82346,"Bear Creek (Clarion River Trib); Site was above bridge on SR3002, Laurel Mill Road.",,,,DEP Fish IBI database,,,,Fish-18,WPC-PAD-ID#: DEPIBI007,168394,,,0,5010005,0,0,50100050603,3
222260,PFBC_ARDB,222260,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bear Creek,,Ohio,,,,,6/8/2000,41.462222,-78.85,Ohio Drainage: Bear Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7063,,Electrobackpack,PFBC_Water_412255785000,168394,,,,5010005,,,50100050603,3
222297,PFBC_ARDB,222297,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bear Creek,,Ohio,,,,,6/8/2000,41.498056,-78.8575,Ohio Drainage: Bear Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7062,,Electrobackpack,PFBC_Water_412255785000,168394,,,,5010005,,,50100050603,3
222295,PFBC_ARDB,222295,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Creek,,Ohio,,,,,6/9/2000,41.496389,-79.899722,Ohio Drainage: Beatty Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7052,,Electrobackpack,PFBC_Water_412740795329,168394,,,,5010004,,,50100040807,3
222307,PFBC_ARDB,222307,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Creek,,Ohio,,,,,6/9/2000,41.507778,-79.904167,Ohio Drainage: Beatty Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7056,,Electrobackpack,PFBC_Water_412740795329,168394,,,,5010004,,,50100040807,3
222117,PFBC_ARDB,222117,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Scrubgrass Creek,,Ohio,,,,,6/12/2000,41.255833,-79.844167,Ohio Drainage: Bullion Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7012,,Electrobackpack,PFBC_Water_411518795027,168394,,,,5010003,,,50100030906,3
223064,PFBC_ARDB,223064,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bentley Creek,,Susquehanna,,,,,6/12/2000,41.992778,-76.725278,Susquehanna Drainage: Bentley Creek,,,,PFBC,PFBC_Collector_4,PFBC_Site_3703,,Electrobackpack,PFBC_Water_420005764334,168394,,,,2050105,,,20501051101,3
221567,PFBC_ARDB,221567,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Loyalhanna Creek-Rock Hollow,,Ohio,,,,,6/13/2000,40.246944,-79.25,Ohio Drainage: Loyalhanna Creek,,,,PFBC,PFBC_Collector_8,PFBC_Site_3096,,Electrobackpack,PFBC_Water_402906792720,168394,,,,5010008,,,50100080104,3
221469,PFBC_ARDB,221469,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,North Branch Little Aughwick Creek,,Susquehanna,,,,,6/14/2000,40.115556,-77.865556,Susquehanna Drainage: North Branch Little Aughwick Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3789,,Electrobackpack,PFBC_Water_400506775527,168394,,,,2050304,,,20503040401,3
221528,PFBC_ARDB,221528,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Loyalhanna Creek-Laughlintown Run,,Ohio,,,,,6/14/2000,40.195,-79.248056,Ohio Drainage: Loyalhanna Creek,,,,PFBC,PFBC_Collector_8,PFBC_Site_3094,,Electrobackpack,PFBC_Water_402906792720,168394,,,,5010008,,,50100080101,3
222934,PFBC_ARDB,222934,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bentley Creek,,Susquehanna,,,,,6/14/2000,41.899722,-76.690556,Susquehanna Drainage: Bentley Creek,,,,PFBC,PFBC_Collector_4,PFBC_Site_3575,,Electrobackpack,PFBC_Water_420005764334,168394,,,,2050105,,,20501051101,3
222984,PFBC_ARDB,222984,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bentley Creek,,Susquehanna,,,,,6/14/2000,41.927778,-76.699167,Susquehanna Drainage: Bentley Creek,,,,PFBC,PFBC_Collector_4,PFBC_Site_3576,,Electrobackpack,PFBC_Water_420005764334,168394,,,,2050105,,,20501051101,3
221933,PFBC_ARDB,221933,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Spring Creek,,Susquehanna,,,,,6/19/2000,40.906944,-77.785278,Susquehanna Drainage: Spring Creek,,,,PFBC,PFBC_Collector_3,PFBC_Site_11286,,Electrotowboat,PFBC_Water_405633774716,168394,,,,2050204,,,20502040106,3
223045,PFBC_ARDB,223045,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Hare Creek,,Ohio,,,,,6/20/2000,41.98,-79.668889,Ohio Drainage: Hare Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7055,,Electrobackpack,PFBC_Water_415407793414,168394,,,,5010001,,,50100011403,3
222287,PFBC_ARDB,222287,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Cherrytree Run,,Ohio,,,,,6/21/2000,41.487222,-79.697778,Ohio Drainage: Cherrytree Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7018,,Electrobackpack,PFBC_Water_412852794146,168394,,,,5010003,,,50100030605,3
221717,PFBC_ARDB,221717,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Yellow Creek,,Ohio,1,,,,6/28/2000,40.542778,-78.992778,Ohio Drainage: Gillhouser Run,,,,PFBC,PFBC_Collector_8,PFBC_Site_3108,,Electrobackpack,PFBC_Water_403308785959,168394,,,,5010007,,,50100070701,3
222897,PFBC_ARDB,222897,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Run,,Ohio,,,,,6/28/2000,41.875,-78.840833,Ohio Drainage: Sugar Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7039,,Electrobackpack,PFBC_Water_415318785318,168394,,,,5010001,,,50100011203,3
73351,SCP,73351,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Little Yellow Creek,,Allegheny,1,,,,6/28/2000,40.5429,-78.99276,Gilhouser Run Site 2;,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI101,168394,,,0,5010007,0,0,50100070701,3
223031,PFBC_ARDB,223031,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Willow Creek,,Ohio,,,,,6/29/2000,41.965556,-78.836111,Ohio Drainage: Willow Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7050,,Electrobackpack,PFBC_Water_415923785453,168394,,,,5010001,,,50100011201,3
223027,PFBC_ARDB,223027,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Willow Creek,,Ohio,,,,,6/30/2000,41.961944,-78.811389,Ohio Drainage: Willow Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7049,,Electrobackpack,PFBC_Water_415923785453,168394,,,,5010001,,,50100011201,3
223049,PFBC_ARDB,223049,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Willow Creek,,Ohio,,,,,6/30/2000,41.980556,-78.891111,Ohio Drainage: Willow Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7051,,Electrobackpack,PFBC_Water_415923785453,168394,,,,5010001,,,50100011201,3
222576,PFBC_ARDB,222576,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch Tionesta Creek,,Ohio,,,,,7/5/2000,41.676389,-78.911111,Ohio Drainage: East Branch Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7065,,Electrobackpack,PFBC_Water_413937790048,168394,,,,5010003,,,50100030201,3
222594,PFBC_ARDB,222594,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,East Branch Tionesta Creek,,Ohio,,,,,7/5/2000,41.688333,-78.925,Ohio Drainage: East Branch Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7066,,Electrobackpack,PFBC_Water_413937790048,168394,,,,5010003,,,50100030201,3
222785,PFBC_ARDB,222785,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Creek-Leonard Creek,,Susquehanna,,,,,7/5/2000,41.785278,-76.764167,Susquehanna Drainage: Sugar Creek,,,,PFBC,PFBC_Collector_4,PFBC_Site_3580,,Electrobackpack,PFBC_Water_414757762737,168394,,,,2050106,,,20501060102,3
221897,PFBC_ARDB,221897,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Connoquenessing Cr-Little Connoquenessing Cr,,Ohio,44,,,,7/7/2000,40.857778,-79.8925,Ohio Drainage: Connoquenessing Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_3023,,Electrobackpack,PFBC_Water_405113801917,168394,,,,5030105,,,50301050407,3
221916,PFBC_ARDB,221916,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Patterson Creek,,Ohio,,,,,7/10/2000,40.868611,-79.633056,Ohio Drainage: Long Run,,,,PFBC,PFBC_Collector_8,PFBC_Site_3114,,Electrobackpack,PFBC_Water_405203793816,168394,,,,5010009,,,50100090102,3
221914,PFBC_ARDB,221914,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bonnie Brook,,Ohio,,,,,7/10/2000,40.866944,-79.831389,Ohio Drainage: Bonnie Brook,,,,PFBC,PFBC_Collector_1,PFBC_Site_3091,,Electrobackpack,PFBC_Water_405206795230,168394,,,,5030105,,,50301050402,3
221919,PFBC_ARDB,221919,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Bonnie Brook,,Ohio,,,,,7/10/2000,40.875769,-79.85087,Ohio Drainage: Bonnie Brook,,,,PFBC,PFBC_Collector_1,PFBC_Site_3090,,Electrobackpack,PFBC_Water_405206795230,168394,,,,5030105,,,50301050402,3
221959,PFBC_ARDB,221959,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Big Run,,Ohio,,,,,7/11/2000,40.977222,-80.3225,Ohio Drainage: Big Run,,,,PFBC,PFBC_Collector_1,PFBC_Site_3086,,Electrobackpack,PFBC_Water_405902802112,168394,,,,5030102,,,50301020605,3
221921,PFBC_ARDB,221921,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Pine Creek,,Ohio,,,,,7/13/2000,40.876111,-79.456944,Ohio Drainage: North Fork Pine Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7027,,Electrobackpack,PFBC_Water_405232792810,168394,,,,5010006,,,50100061104,3
222451,PFBC_ARDB,222451,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Creek-East Branch Sugar Creek,,Ohio,,,,,7/17/2000,41.6075,-79.846667,Ohio Drainage: East Branch Sugar Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7033,,Electrobackpack,PFBC_Water_413618795108,168394,,,,5010004,,,50100040802,3
222488,PFBC_ARDB,222488,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Sugar Creek-East Branch Sugar Creek,,Ohio,,,,,7/17/2000,41.625833,-79.825,Ohio Drainage: East Branch Sugar Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7034,,Electrobackpack,PFBC_Water_413618795108,168394,,,,5010004,,,50100040802,3
72647,SCP,72647,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Rudolph Run-Dunkard Creek,,Monongahela,8,,,,7/17/2000,39.75269,-80.21857,Roberts Run Site 1; Along T-522,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI194,168394,,,0,5020005,0,0,50200050107,3
72646,SCP,72646,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Rudolph Run-Dunkard Creek,,Monongahela,5,,,,7/17/2000,39.74925,-80.22022,Roberts Run Site 2; Starts along Route 218 across from house # 128,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI195,168394,,,0,5020005,0,0,50200050107,3
72642,SCP,72642,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Rudolph Run-Dunkard Creek,,Monongahela,19,,,,7/17/2000,39.7333,-80.2207,Roberts Run Site 3; Along Route 218 behind 78A,,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI196,168394,,,0,5020005,0,0,50200050107,3
222548,PFBC_ARDB,222548,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Pymatuning Reservoir drainage,,Ohio,,,,,7/18/2000,41.653611,-80.420556,Ohio Drainage: Linesville Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_3083,,Electrobackpack,PFBC_Water_413853802509,168394,,,,5030102,,,50301020102,3
222596,PFBC_ARDB,222596,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Paden Creek,,Ohio,,,,,7/18/2000,41.690833,-80.490556,Ohio Drainage: Paden Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_3084,,Electrobackpack,PFBC_Water_414045802933,168394,,,,5030102,,,50301020101,3
222386,PFBC_ARDB,222386,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,E. Branch Clarion River-E. Branch Lad Dam,,Ohio,,,,,7/19/2000,41.564444,-78.533333,Ohio Drainage: South Fork Straight Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7031,,Electrobackpack,PFBC_Water_413421783237,168394,,,,5010005,,,50100050101,3
222855,PFBC_ARDB,222855,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Conneaut Creek,,Lake Erie,3,,,,7/20/2000,41.836944,-80.403611,Lake Erie Drainage: Conneaut Creek,,,,PFBC,PFBC_Collector_1,PFBC_Site_3088,,Electrobackpack,PFBC_Water_415425803110,168394,,,,4120101,,,41201010102,3
221207,PFBC_ARDB,221207,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Big Cove Creek,,Potomac,,,,,7/25/2000,39.797222,-78.08,Potomac Drainage: Big Cove Creek,,,,PFBC,PFBC_Collector_7,PFBC_Site_3813,,Electrobackpack,PFBC_Water_394742780548,168394,,,,2070004,,,20700040302,3
222669,PFBC_ARDB,222669,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Fourmile Run,,Ohio,,,,,7/31/2000,41.729722,-79.040556,Ohio Drainage: Fourmile Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7023,,Electrobackpack,PFBC_Water_414330790320,168394,,,,5010003,,,50100030303,3
222680,PFBC_ARDB,222680,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Fourmile Run,,Ohio,,,,,7/31/2000,41.740833,-79.032222,Ohio Drainage: Fourmile Run,,,,PFBC,PFBC_Collector_2,PFBC_Site_7024,,Electrobackpack,PFBC_Water_414330790320,168394,,,,5010003,,,50100030303,3
221675,PFBC_ARDB,221675,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Kings Creek,,Ohio,,,,,8/2/2000,40.446944,-80.507222,Ohio Drainage: Aunt Clara Fork,,,,PFBC,PFBC_Collector_8,PFBC_Site_3120,,Electrobackpack,PFBC_Water_402538803043,168394,,,,5030101,,,50301011105,3
221678,PFBC_ARDB,221678,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Kings Creek,,Ohio,,,,,8/2/2000,40.462778,-80.485,Ohio Drainage: Aunt Clara Fork,,,,PFBC,PFBC_Collector_8,PFBC_Site_3119,,Electrobackpack,PFBC_Water_402538803043,168394,,,,5030101,,,50301011105,3
222683,PFBC_ARDB,222683,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,West Branch Tionest Creek,,Ohio,,,,,8/2/2000,41.741944,-79.066944,Ohio Drainage: West Branch Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7047,,Electrobackpack,PFBC_Water_414035790205,168394,,,,5010003,,,50100030305,3
73807,SCP,73807,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,West Branch Tionest Creek,,Allegheny,35,,,,8/2/2000,41.69499,-79.03037,"West Branch Tionesta Creek; Approximately 300 meters downstream of the confluence of two mile run, near Sheffield, PA.",,,,DEP Fish IBI database,,,,Fish-07,WPC-PAD-ID#: DEPIBI275,168394,,,0,5010003,0,0,50100030305,3
221665,PFBC_ARDB,221665,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Kings Creek,,Ohio,,,,,8/3/2000,40.423889,-80.489444,Ohio Drainage: Kings Creek,,,,PFBC,PFBC_Collector_8,PFBC_Site_3121,,Electrobackpack,PFBC_Water_402524803109,168394,,,,5030101,,,50301011105,3
222665,PFBC_ARDB,222665,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,West Branch Tionest Creek,,Ohio,,,,,8/4/2000,41.728889,-79.06,Ohio Drainage: West Branch Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7048,,Electrobackpack,PFBC_Water_414035790205,168394,,,,5010003,,,50100030305,3
222731,PFBC_ARDB,222731,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,West Branch Tionesta Creek-Farnsworth Branch,,Ohio,,,,,8/4/2000,41.758333,-79.168889,Ohio Drainage: West Branch Tionesta Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7045,,Electrobackpack,PFBC_Water_414035790205,168394,,,,5010003,,,50100030301,3
222860,PFBC_ARDB,222860,168394,S5,135a-06,Fantail Darter,Percidae,Etheostoma,flabellare,Allegheny River-Mill Creek,,Ohio,,,,,8/14/2000,41.84,-77.916111,Ohio Drainage: Dwight Creek,,,,PFBC,PFBC_Collector_2,PFBC_Site_7054,,Electrobackpack,PFBC_Water_415007775513,168394,,,,5010001,,,50100010201,3
